season,team,srs
2016,Towson,-0.06
2016,Troy,-9.21
2016,Tulane,-0.85
2016,Tulsa,9.79
2016,UAB,3.5
2016,UAlbany,0.93
2016,UC Davis,-5.58
2016,UC Irvine,5.33
2016,UC Riverside,-5.66
2016,UC Santa Barbara,3.79
2016,UCF,0.18
2016,UCLA,10.48
2016,UConn,15.89
2016,UNC Asheville,1.1
2016,UNC Greensboro,-6.01
2016,UNC Wilmington,6.25
2016,UNLV,5.5
2016,UT Arlington,5.02
2016,UTEP,-3.81
2016,UTSA,-16.36
2016,Utah,15.5
2016,Utah State,2.68
2016,Utah Valley,-9.58
2016,VCU,13.83
2016,VMI,-12.96
2016,Valparaiso,10.71
2016,Vanderbilt,17.2
2016,Vermont,-1.51
2016,Villanova,24.08
2016,Virginia,22.04
2016,Virginia Tech,9.93
2016,Wagner,-4.79
2016,Wake Forest,5.53
2016,Washington,11.21
2016,Washington State,0.5
2016,Weber State,0.18
2016,West Virginia,21.61
2016,Western Carolina,-4.98
2016,Western Illinois,-6.2
2016,Western Kentucky,-1.29
2016,Western Michigan,-2.07
2016,Wichita State,17.39
2016,William & Mary,5.57
2016,Winthrop,-1.42
2016,Wisconsin,13.4
2016,Wofford,-3.75
2016,Wright State,0.18
2016,Wyoming,0.09
2016,Xavier,18.58
2016,Yale,9.08
2016,Youngstown State,-10.86
2017,Abilene Christian,-11.86
2017,Air Force,-3.06
2017,Akron,3.59
2017,Alabama,11.29
2017,Alabama A&M,-26.99
2017,Alabama State,-19.75
2017,Alcorn State,-12.33
2017,American,-10.3
2017,Appalachian State,-8.67
2017,Arizona,18.25
2017,Arizona State,4.02
2017,Arkansas,14.04
2017,Arkansas State,0.87
2017,Arkansas-Pine Bluff,-22.81
2017,Army,-5.84
2017,Auburn,8.17
2017,Austin Peay,-11.0
2017,BYU,8.22
2017,Ball State,-1.45
2017,Baylor,19.75
2017,Belmont,4.28
2017,Bethune-Cookman,-19.44
2017,Binghamton,-11.99
2017,Boise State,5.52
2017,Boston College,2.2
2017,Boston University,-2.43
2017,Bowling Green,-6.0
2017,Bradley,-2.84
2017,Brown,-8.55
2017,Bryant,-9.69
2017,Bucknell,5.89
2017,Buffalo,0.92
2017,Butler,17.7
2017,Cal Poly,-10.71
2017,Cal State Bakersfield,3.21
2017,Cal State Fullerton,-7.55
2017,Cal State Northridge,-8.34
2017,California,11.11
2017,Campbell,-9.68
2017,Canisius,-2.82
2017,Central Arkansas,-13.04
2017,Central Connecticut State,-17.51
2017,Central Michigan,-5.76
2017,Charleston Southern,-12.28
2017,Charlotte,-5.24
2017,Chattanooga,1.1
2017,Chicago State,-16.67
2017,Cincinnati,18.43
2017,Clemson,13.22
2017,Cleveland State,-6.73
2017,Coastal Carolina,-3.94
2017,Colgate,-8.47
2017,College of Charleston,3.99
2017,Colorado,9.12
2017,Colorado State,6.03
2017,Columbia,-5.67
2017,Coppin State,-21.51
2017,Cornell,-8.4
2017,Creighton,17.27
2017,Dartmouth,-11.15
2017,Davidson,6.45
2017,Dayton,12.98
2017,DePaul,2.09
2017,Delaware,-9.97
2017,Delaware State,-18.81
2017,Denver,-2.99
2017,Detroit Mercy,-10.72
2017,Drake,-4.71
2017,Drexel,-7.43
2017,Duke,21.56
2017,Duquesne,-3.06
2017,East Carolina,-0.49
2017,East Tennessee State,7.31
2017,Eastern Illinois,-5.35
2017,Eastern Kentucky,-8.65
2017,Eastern Michigan,-0.18
2017,Eastern Washington,-2.77
2017,Elon,0.24
2017,Evansville,1.45
2017,FDU,-9.28
2017,Fairfield,-4.75
2017,Florida,22.4
2017,Florida A&M,-20.88
2017,Florida Atlantic,-7.95
2017,Florida Gulf Coast,2.26
2017,Florida International,-8.1
2017,Florida State,18.87
2017,Fordham,-1.97
2017,Fresno State,4.37
2017,Furman,1.46
2017,Gardner-Webb,-3.08
2017,George Mason,3.01
2017,George Washington,2.37
2017,Georgetown,11.18
2017,Georgia,11.13
2017,Georgia Southern,-3.63
2017,Georgia State,-0.33
2017,Georgia Tech,7.82
2017,Gonzaga,25.26
2017,Grambling,-17.29
2017,Grand Canyon,-0.16
2017,Green Bay,-2.77
2017,Hampton,-13.23
2017,Hartford,-15.85
2017,Harvard,2.3
2017,Hawaii,-6.19
2017,High Point,-9.06
2017,Hofstra,-2.35
2017,Holy Cross,-5.26
2017,Houston,12.2
2017,Houston Christian,-7.3
2017,Howard,-16.97
2017,IU Indy,-4.29
2017,Idaho,-5.34
2017,Idaho State,-15.1
2017,Illinois,10.54
2017,Illinois State,10.3
2017,Illinois-Chicago,-5.95
2017,Incarnate Word,-12.14
2017,Indiana,14.63
2017,Indiana State,-1.02
2017,Iona,1.08
2017,Iowa,10.01
2017,Iowa State,20.51
2017,Jackson State,-15.42
2017,Jacksonville,-10.21
2017,Jacksonville State,-2.85
2017,James Madison,-5.64
2017,Kansas,23.53
2017,Kansas City,-4.97
2017,Kansas State,14.8
2017,Kennesaw State,-8.44
2017,Kent State,0.88
2017,Kentucky,23.88
2017,LIU,-7.8
2017,LSU,0.53
2017,La Salle,1.91
2017,Lafayette,-14.68
2017,Lamar,-7.36
2017,Lehigh,1.54
2017,Liberty,-5.51
2017,Lipscomb,-1.55
2017,Little Rock,-6.07
2017,Long Beach State,-5.98
2017,Longwood,-21.23
2017,Louisiana,-0.64
2017,Louisiana Tech,5.2
2017,Louisiana-Monroe,-7.88
2017,Louisville,22.47
2017,Loyola Chicago,5.15
2017,Loyola Maryland,-6.32
2017,Loyola Marymount,-0.47
2017,Maine,-16.33
2017,Manhattan,-9.67
2017,Marist,-12.33
2017,Marquette,15.26
2017,Marshall,0.18
2017,Maryland,12.79
2017,Maryland-Baltimore County,-3.84
2017,Maryland-Eastern Shore,-13.77
2017,Massachusetts,1.63
2017,Massachusetts-Lowell,-10.13
2017,McNeese,-14.28
2017,Memphis,6.47
2017,Mercer,-1.12
2017,Miami,14.48
2017,Miami (OH),-8.16
2017,Michigan,18.8
2017,Michigan State,13.67
2017,Middle Tennessee,9.8
2017,Milwaukee,-7.37
2017,Minnesota,14.56
2017,Mississippi State,7.12
2017,Mississippi Valley State,-20.54
2017,Missouri,2.98
2017,Missouri State,2.84
2017,Monmouth,4.94
2017,Montana,-2.67
2017,Montana State,-6.14
2017,Morehead State,-3.6
2017,Morgan State,-15.03
2017,Mount St. Mary's,-4.29
2017,Murray State,-3.06
2017,NC State,6.09
2017,NJIT,-10.12
2017,Navy,-4.11
2017,Nebraska,6.47
2017,Nevada,10.49
2017,New Hampshire,-3.57
2017,New Mexico,3.04
2017,New Mexico State,4.66
2017,New Orleans,-4.1
2017,Niagara,-8.34
2017,Nicholls State,-14.57
2017,Norfolk State,-12.07
2017,North Carolina,24.84
2017,North Carolina A&T,-23.07
2017,North Carolina Central,-3.18
2017,North Dakota,-1.83
2017,North Dakota State,-1.31
2017,North Florida,-7.78
2017,North Texas,-11.14
2017,Northeastern,-0.78
2017,Northern Arizona,-13.92
2017,Northern Colorado,-9.27
2017,Northern Illinois,-3.29
2017,Northern Iowa,1.29
2017,Northern Kentucky,-0.17
2017,Northwestern,14.02
2017,Northwestern State,-12.03
2017,Notre Dame,17.81
2017,Oakland,4.22
2017,Ohio,3.9
2017,Ohio State,10.31
2017,Oklahoma,11.42
2017,Oklahoma State,19.19
2017,Old Dominion,1.94
2017,Ole Miss,9.65
2017,Omaha,-2.24
2017,Oral Roberts,-5.51
2017,Oregon,20.8
2017,Oregon State,-4.59
2017,Pacific,-4.57
2017,Penn State,7.9
2017,Pennsylvania,-0.65
2017,Pepperdine,-10.0
2017,Pittsburgh,9.25
2017,Portland,-5.81
2017,Portland State,-7.06
2017,Prairie View A&M,-14.54
2017,Presbyterian,-23.63
2017,Princeton,6.57
2017,Providence,11.24
2017,Purdue,20.13
2017,Purdue Fort Wayne,0.38
2017,Quinnipiac,-9.86
2017,Radford,-11.34
2017,Rhode Island,12.88
2017,Rice,0.51
2017,Richmond,5.45
2017,Rider,-5.34
2017,Robert Morris,-8.56
2017,Rutgers,3.69
2017,SIU Edwardsville,-12.25
2017,SMU,18.71
2017,Sacramento State,-10.69
2017,Sacred Heart,-10.95
2017,Saint Francis (PA),-8.13
2017,Saint Joseph's,0.14
2017,Saint Louis,-6.09
2017,Saint Mary's,16.75
2017,Saint Peter's,1.6
2017,Sam Houston,-7.55
2017,Samford,-1.87
2017,San Diego,-5.78
2017,San Diego State,6.88
2017,San Francisco,3.8
2017,San Jose State,-2.84
2017,Santa Clara,2.69
2017,Savannah State,-16.04
2017,Seattle,-8.36
2017,Seton Hall,12.1
2017,Siena,-2.0
2017,South Alabama,-6.57
2017,South Carolina,17.52
2017,South Carolina State,-18.37
2017,South Carolina Upstate,-7.64
2017,South Dakota,-0.42
2017,South Dakota State,-2.3
2017,South Florida,-7.28
2017,Southeast Missouri State,-5.89
2017,Southeastern Louisiana,-7.36
2017,Southern,-14.48
2017,Southern California,11.48
2017,Southern Illinois,1.09
2017,Southern Mississippi,-13.4
2017,Southern Utah,-15.58
2017,St. Bonaventure,5.95
2017,St. Francis (NY),-19.24
2017,St. John's,6.45
2017,Stanford,6.39
2017,Stephen F. Austin,-7.01
2017,Stetson,-14.21
2017,Stony Brook,-4.71
2017,Syracuse,13.7
2017,TCU,15.64
2017,Temple,4.84
2017,Tennessee,11.28
2017,Tennessee State,-1.57
2017,Tennessee Tech,-7.6
2017,Tennessee-Martin,-4.7
2017,Texas,10.99
2017,Texas A&M,10.36
2017,Texas A&M-CC,-2.97
2017,Texas Southern,-6.41
2017,Texas State,-2.23
2017,Texas Tech,14.11
2017,Texas-Rio Grande Valley,-11.44
2017,The Citadel,-12.86
2017,Toledo,1.16
2017,Towson,1.84
2017,Troy,-0.47
2017,Tulane,-3.98
2017,Tulsa,2.45
2017,UAB,-1.17
2017,UAlbany,-0.16
2017,UC Davis,-5.21
2017,UC Irvine,0.18
2017,UC Riverside,-11.39
2017,UC Santa Barbara,-13.49
2017,UCF,9.58
2017,UCLA,20.67
2017,UConn,7.23
2017,UNC Asheville,0.84
2017,UNC Greensboro,-0.1
2017,UNC Wilmington,8.06
2017,UNLV,-3.75
2017,UT Arlington,5.92
2017,UTEP,-3.13
2017,UTSA,-7.42
2017,Utah,12.45
2017,Utah State,2.9
2017,Utah Valley,-1.22
2017,VCU,11.57
2017,VMI,-13.91
2017,Valparaiso,3.94
2017,Vanderbilt,13.69
2017,Vermont,6.67
2017,Villanova,23.8
2017,Virginia,20.63
2017,Virginia Tech,12.77
2017,Wagner,-7.13
2017,Wake Forest,14.19
2017,Washington,2.15
2017,Washington State,0.13
2017,Weber State,-2.32
2017,West Virginia,24.45
2017,Western Carolina,-15.3
2017,Western Illinois,-11.0
2017,Western Kentucky,-5.8
2017,Western Michigan,-0.78
2017,Wichita State,21.24
2017,William & Mary,-0.14
2017,Winthrop,1.34
2017,Wisconsin,19.4
2017,Wofford,-0.71
2017,Wright State,-1.02
2017,Wyoming,2.83
2017,Xavier,14.8
2017,Yale,0.21
2017,Youngstown State,-9.75
2018,Abilene Christian,-9.14
2018,Air Force,-4.31
2018,Akron,-6.82
2018,Alabama,12.34
2018,Alabama A&M,-23.97
2018,Alabama State,-18.56
2018,Alcorn State,-18.07
2018,American,-14.63
2018,Appalachian State,-4.83
2018,Arizona,15.67
2018,Arizona State,14.37
2018,Arkansas,14.76
2018,Arkansas State,-9.65
2018,Arkansas-Pine Bluff,-14.84
2018,Army,-8.62
2018,Auburn,15.97
2018,Austin Peay,-3.28
2018,BYU,8.05
2018,Ball State,-1.22
2018,Baylor,14.6
2018,Belmont,5.54
2018,Bethune-Cookman,-12.19
2018,Binghamton,-10.27
2018,Boise State,11.21
2018,Boston College,9.0
2018,Boston University,-8.33
2018,Bowling Green,-6.38
2018,Bradley,2.07
2018,Brown,-7.78
2018,Bryant,-18.75
2018,Bucknell,4.49
2018,Buffalo,7.99
2018,Butler,16.92
2018,Cal Poly,-11.56
2018,Cal State Bakersfield,-6.58
2018,Cal State Fullerton,-0.93
2018,Cal State Northridge,-13.5
2018,California,-3.4
2018,Campbell,-5.68
2018,Canisius,0.44
2018,Central Arkansas,-5.83
2018,Central Connecticut State,-11.62
2018,Central Michigan,-1.39
2018,Charleston Southern,-8.16
2018,Charlotte,-10.13
2018,Chattanooga,-11.09
2018,Chicago State,-21.53
2018,Cincinnati,20.25
2018,Clemson,17.16
2018,Cleveland State,-10.82
2018,Coastal Carolina,-3.94
2018,Colgate,-4.85
2018,College of Charleston,1.83
2018,Colorado,6.06
2018,Colorado State,-3.86
2018,Columbia,-5.63
2018,Coppin State,-20.96
2018,Cornell,-8.8
2018,Creighton,16.35
2018,Dartmouth,-10.31
2018,Davidson,11.02
2018,Dayton,1.64
2018,DePaul,6.55
2018,Delaware,-6.93
2018,Delaware State,-24.57
2018,Denver,-5.21
2018,Detroit Mercy,-12.47
2018,Drake,-0.51
2018,Drexel,-7.2
2018,Duke,24.43
2018,Duquesne,-1.08
2018,East Carolina,-8.72
2018,East Tennessee State,3.72
2018,Eastern Illinois,-8.33
2018,Eastern Kentucky,-10.57
2018,Eastern Michigan,-0.23
2018,Eastern Washington,-0.03
2018,Elon,-6.89
2018,Evansville,0.68
2018,FDU,-10.41
2018,Fairfield,-4.98
2018,Florida,16.66
2018,Florida A&M,-19.21
2018,Florida Atlantic,-5.35
2018,Florida Gulf Coast,1.94
2018,Florida International,-4.3
2018,Florida State,15.78
2018,Fordham,-6.74
2018,Fresno State,8.17
2018,Furman,4.43
2018,Gardner-Webb,-9.7
2018,George Mason,-2.97
2018,George Washington,-0.72
2018,Georgetown,7.16
2018,Georgia,10.24
2018,Georgia Southern,-0.54
2018,Georgia State,3.22
2018,Georgia Tech,5.25
2018,Gonzaga,18.44
2018,Grambling,-12.97
2018,Grand Canyon,3.78
2018,Green Bay,-8.51
2018,Hampton,-9.37
2018,Hartford,-5.54
2018,Harvard,-0.28
2018,Hawaii,-2.33
2018,High Point,-6.75
2018,Hofstra,-0.53
2018,Holy Cross,-9.92
2018,Houston,15.99
2018,Houston Christian,-16.14
2018,Howard,-17.26
2018,IU Indy,-9.82
2018,Idaho,0.82
2018,Idaho State,-5.76
2018,Illinois,8.5
2018,Illinois State,1.07
2018,Illinois-Chicago,-2.91
2018,Incarnate Word,-17.71
2018,Indiana,9.89
2018,Indiana State,1.53
2018,Iona,0.75
2018,Iowa,8.13
2018,Iowa State,6.88
2018,Jackson State,-17.66
2018,Jacksonville,-13.39
2018,Jacksonville State,-0.3
2018,James Madison,-5.47
2018,Kansas,21.39
2018,Kansas City,-10.19
2018,Kansas State,12.85
2018,Kennesaw State,-11.17
2018,Kent State,-3.73
2018,Kentucky,17.24
2018,LIU,-8.6
2018,LSU,10.93
2018,La Salle,1.7
2018,Lafayette,-9.77
2018,Lamar,-5.19
2018,Lehigh,-6.41
2018,Liberty,-2.68
2018,Lipscomb,-2.1
2018,Little Rock,-10.45
2018,Long Beach State,-3.76
2018,Longwood,-18.31
2018,Louisiana,7.58
2018,Louisiana Tech,1.33
2018,Louisiana-Monroe,-6.28
2018,Louisville,14.3
2018,Loyola Chicago,10.37
2018,Loyola Maryland,-12.71
2018,Loyola Marymount,-4.34
2018,Maine,-14.64
2018,Manhattan,-5.04
2018,Marist,-12.48
2018,Marquette,12.5
2018,Marshall,4.21
2018,Maryland,13.78
2018,Maryland-Baltimore County,-2.02
2018,Maryland-Eastern Shore,-24.63
2018,Massachusetts,-1.65
2018,Massachusetts-Lowell,-9.53
2018,McNeese,-12.06
2018,Memphis,1.81
2018,Mercer,-0.87
2018,Miami,12.83
2018,Miami (OH),-3.56
2018,Michigan,19.03
2018,Michigan State,22.41
2018,Middle Tennessee,10.29
2018,Milwaukee,-4.15
2018,Minnesota,7.0
2018,Mississippi State,11.71
2018,Mississippi Valley State,-21.41
2018,Missouri,13.81
2018,Missouri State,3.06
2018,Monmouth,-2.41
2018,Montana,6.29
2018,Montana State,-8.69
2018,Morehead State,-10.65
2018,Morgan State,-15.11
2018,Mount St. Mary's,-8.13
2018,Murray State,6.87
2018,NC State,12.91
2018,NJIT,-7.25
2018,Navy,-6.91
2018,Nebraska,10.99
2018,Nevada,14.44
2018,New Hampshire,-8.38
2018,New Mexico,5.81
2018,New Mexico State,9.06
2018,New Orleans,-9.01
2018,Niagara,-4.84
2018,Nicholls State,-3.54
2018,Norfolk State,-12.99
2018,North Carolina,20.07
2018,North Carolina A&T,-12.58
2018,North Carolina Central,-13.18
2018,North Dakota,-7.63
2018,North Dakota State,-1.86
2018,North Florida,-11.4
2018,North Texas,1.16
2018,Northeastern,3.64
2018,Northern Arizona,-14.67
2018,Northern Colorado,3.67
2018,Northern Illinois,-6.71
2018,Northern Iowa,4.0
2018,Northern Kentucky,4.83
2018,Northwestern,9.63
2018,Northwestern State,-21.02
2018,Notre Dame,13.64
2018,Oakland,-1.82
2018,Ohio,-2.52
2018,Ohio State,17.67
2018,Oklahoma,13.81
2018,Oklahoma State,12.45
2018,Old Dominion,9.27
2018,Ole Miss,6.85
2018,Omaha,-9.88
2018,Oral Roberts,-6.66
2018,Oregon,10.7
2018,Oregon State,7.31
2018,Pacific,-0.55
2018,Penn State,15.85
2018,Pennsylvania,2.24
2018,Pepperdine,-6.5
2018,Pittsburgh,-1.87
2018,Portland,-6.6
2018,Portland State,-0.14
2018,Prairie View A&M,-10.13
2018,Presbyterian,-14.33
2018,Princeton,-2.44
2018,Providence,11.12
2018,Purdue,23.41
2018,Purdue Fort Wayne,-1.48
2018,Quinnipiac,-9.5
2018,Radford,-2.62
2018,Rhode Island,11.81
2018,Rice,-8.63
2018,Richmond,-0.17
2018,Rider,0.94
2018,Robert Morris,-7.98
2018,Rutgers,5.5
2018,SIU Edwardsville,-12.43
2018,SMU,9.08
2018,Sacramento State,-8.9
2018,Sacred Heart,-11.38
2018,Saint Francis (PA),-6.12
2018,Saint Joseph's,3.78
2018,Saint Louis,2.58
2018,Saint Mary's,12.86
2018,Saint Peter's,-5.24
2018,Sam Houston,-5.14
2018,Samford,-11.1
2018,San Diego,2.86
2018,San Diego State,12.23
2018,San Francisco,1.13
2018,San Jose State,-8.74
2018,Santa Clara,-7.01
2018,Savannah State,-15.36
2018,Seattle,-2.32
2018,Seton Hall,15.67
2018,Siena,-10.46
2018,South Alabama,-5.44
2018,South Carolina,9.45
2018,South Carolina State,-20.18
2018,South Carolina Upstate,-17.46
2018,South Dakota,6.17
2018,South Dakota State,6.84
2018,South Florida,-7.25
2018,Southeast Missouri State,-8.12
2018,Southeastern Louisiana,-6.4
2018,Southern,-14.54
2018,Southern California,12.81
2018,Southern Illinois,1.37
2018,Southern Mississippi,-4.26
2018,Southern Utah,-7.64
2018,St. Bonaventure,8.87
2018,St. Francis (NY),-12.24
2018,St. John's,10.29
2018,Stanford,8.08
2018,Stephen F. Austin,2.66
2018,Stetson,-12.38
2018,Stony Brook,-5.08
2018,Syracuse,12.89
2018,TCU,16.38
2018,Temple,7.25
2018,Tennessee,18.2
2018,Tennessee State,-5.34
2018,Tennessee Tech,-5.83
2018,Tennessee-Martin,-10.52
2018,Texas,13.96
2018,Texas A&M,15.3
2018,Texas A&M-CC,-12.3
2018,Texas Southern,-7.53
2018,Texas State,-5.84
2018,Texas Tech,19.38
2018,Texas-Rio Grande Valley,-7.73
2018,The Citadel,-13.64
2018,Toledo,2.65
2018,Towson,-0.12
2018,Troy,-1.5
2018,Tulane,1.21
2018,Tulsa,4.96
2018,UAB,4.9
2018,UAlbany,0.02
2018,UC Davis,0.87
2018,UC Irvine,-0.22
2018,UC Riverside,-8.5
2018,UC Santa Barbara,2.1
2018,UCF,4.76
2018,UCLA,12.07
2018,UConn,1.08
2018,UNC Asheville,-3.92
2018,UNC Greensboro,4.54
2018,UNC Wilmington,-7.52
2018,UNLV,7.2
2018,UT Arlington,2.2
2018,UTEP,-5.31
2018,UTSA,-1.24
2018,Utah,11.39
2018,Utah State,2.31
2018,Utah Valley,5.08
2018,VCU,3.55
2018,VMI,-15.43
2018,Valparaiso,0.63
2018,Vanderbilt,8.52
2018,Vermont,4.9
2018,Villanova,26.64
2018,Virginia,22.2
2018,Virginia Tech,14.35
2018,Wagner,-3.19
2018,Wake Forest,7.76
2018,Washington,7.62
2018,Washington State,0.67
2018,Weber State,0.02
2018,West Virginia,19.89
2018,Western Carolina,-11.9
2018,Western Illinois,-11.07
2018,Western Kentucky,11.08
2018,Western Michigan,-2.22
2018,Wichita State,16.58
2018,William & Mary,-1.37
2018,Winthrop,-1.63
2018,Wisconsin,10.38
2018,Wofford,-0.97
2018,Wright State,0.58
2018,Wyoming,4.26
2018,Xavier,19.06
2018,Yale,-4.19
2018,Youngstown State,-13.66
2019,Abilene Christian,-1.91
2019,Air Force,-4.28
2019,Akron,4.86
2019,Alabama,9.45
2019,Alabama A&M,-19.23
2019,Alabama State,-15.6
2019,Alcorn State,-22.08
2019,American,-4.19
2019,Appalachian State,-3.73
2019,Arizona,8.32
2019,Arizona State,10.28
2019,Arkansas,11.75
2019,Arkansas State,-7.1
2019,Arkansas-Pine Bluff,-14.43
2019,Army,-7.57
2019,Auburn,20.84
2019,Austin Peay,0.59
2019,BYU,6.15
2019,Ball State,3.39
2019,Baylor,13.38
2019,Belmont,9.12
2019,Bethune-Cookman,-11.98
2019,Binghamton,-13.92
2019,Boise State,3.61
2019,Boston College,5.83
2019,Boston University,-6.61
2019,Bowling Green,4.24
2019,Bradley,-0.08
2019,Brown,-0.62
2019,Bryant,-15.19
2019,Bucknell,0.59
2019,Buffalo,15.56
2019,Butler,9.22
2019,Cal Poly,-13.95
2019,Cal State Bakersfield,-5.12
2019,Cal State Fullerton,-3.29
2019,Cal State Northridge,-6.54
2019,California,-3.16
2019,California Baptist,-3.89
2019,Campbell,-3.62
2019,Canisius,-8.79
2019,Central Arkansas,-11.37
2019,Central Connecticut State,-14.02
2019,Central Michigan,2.79
2019,Charleston Southern,-2.43
2019,Charlotte,-8.34
2019,Chattanooga,-7.87
2019,Chicago State,-24.83
2019,Cincinnati,14.53
2019,Clemson,13.85
2019,Cleveland State,-7.96
2019,Coastal Carolina,-0.5
2019,Colgate,1.23
2019,College of Charleston,2.36
2019,Colorado,9.68
2019,Colorado State,-0.11
2019,Columbia,-5.18
2019,Coppin State,-18.9
2019,Cornell,-6.12
2019,Creighton,12.0
2019,Dartmouth,-5.75
2019,Davidson,6.38
2019,Dayton,9.67
2019,DePaul,6.0
2019,Delaware,-7.91
2019,Delaware State,-26.82
2019,Denver,-11.84
2019,Detroit Mercy,-6.33
2019,Drake,2.52
2019,Drexel,-7.02
2019,Duke,26.9
2019,Duquesne,0.53
2019,East Carolina,-5.49
2019,East Tennessee State,5.21
2019,Eastern Illinois,-11.81
2019,Eastern Kentucky,-7.4
2019,Eastern Michigan,0.4
2019,Eastern Washington,-6.77
2019,Elon,-11.53
2019,Evansville,-3.84
2019,FDU,-6.09
2019,Fairfield,-10.2
2019,Florida,15.42
2019,Florida A&M,-13.57
2019,Florida Atlantic,-1.42
2019,Florida Gulf Coast,-5.11
2019,Florida International,-4.55
2019,Florida State,17.99
2019,Fordham,-5.02
2019,Fresno State,8.99
2019,Furman,7.46
2019,Gardner-Webb,-2.61
2019,George Mason,0.84
2019,George Washington,-6.65
2019,Georgetown,6.8
2019,Georgia,5.31
2019,Georgia Southern,3.75
2019,Georgia State,2.44
2019,Georgia Tech,6.93
2019,Gonzaga,27.79
2019,Grambling,-9.73
2019,Grand Canyon,3.85
2019,Green Bay,-2.24
2019,Hampton,-3.34
2019,Hartford,-3.95
2019,Harvard,1.86
2019,Hawaii,-1.3
2019,High Point,-5.63
2019,Hofstra,4.68
2019,Holy Cross,-6.43
2019,Houston,18.91
2019,Houston Christian,-9.36
2019,Howard,-12.3
2019,IU Indy,-2.72
2019,Idaho,-18.74
2019,Idaho State,-13.17
2019,Illinois,8.95
2019,Illinois State,-2.06
2019,Illinois-Chicago,-3.15
2019,Incarnate Word,-18.93
2019,Indiana,13.82
2019,Indiana State,-2.72
2019,Iona,-4.78
2019,Iowa,14.27
2019,Iowa State,18.07
2019,Jackson State,-14.6
2019,Jacksonville,-8.27
2019,Jacksonville State,1.59
2019,James Madison,-8.52
2019,Kansas,18.35
2019,Kansas City,-6.61
2019,Kansas State,15.39
2019,Kennesaw State,-16.17
2019,Kent State,1.26
2019,Kentucky,21.43
2019,LIU,-8.99
2019,LSU,16.5
2019,La Salle,-3.61
2019,Lafayette,-11.17
2019,Lamar,-5.94
2019,Lehigh,-2.34
2019,Liberty,5.27
2019,Lipscomb,9.21
2019,Little Rock,-4.87
2019,Long Beach State,-4.57
2019,Longwood,-8.43
2019,Louisiana,-2.07
2019,Louisiana Tech,0.95
2019,Louisiana-Monroe,0.81
2019,Louisville,17.28
2019,Loyola Chicago,3.99
2019,Loyola Maryland,-9.13
2019,Loyola Marymount,2.93
2019,Maine,-15.11
2019,Manhattan,-12.89
2019,Marist,-9.49
2019,Marquette,14.78
2019,Marshall,-0.64
2019,Maryland,16.01
2019,Maryland-Baltimore County,-5.85
2019,Maryland-Eastern Shore,-24.21
2019,Massachusetts,-3.02
2019,Massachusetts-Lowell,-8.28
2019,McNeese,-14.41
2019,Memphis,10.7
2019,Mercer,-2.86
2019,Miami,9.39
2019,Miami (OH),0.77
2019,Michigan,21.82
2019,Michigan State,24.93
2019,Middle Tennessee,-6.09
2019,Milwaukee,-8.9
2019,Minnesota,12.52
2019,Mississippi State,15.96
2019,Mississippi Valley State,-22.47
2019,Missouri,8.6
2019,Missouri State,-1.2
2019,Monmouth,-10.66
2019,Montana,1.5
2019,Montana State,-7.91
2019,Morehead State,-7.73
2019,Morgan State,-15.98
2019,Mount St. Mary's,-14.57
2019,Murray State,8.96
2019,NC State,14.94
2019,NJIT,-3.63
2019,Navy,-10.09
2019,Nebraska,14.85
2019,Nevada,16.0
2019,New Hampshire,-18.66
2019,New Mexico,-0.55
2019,New Mexico State,10.05
2019,New Orleans,-8.88
2019,Niagara,-11.33
2019,Nicholls State,-11.87
2019,Norfolk State,-8.04
2019,North Alabama,-11.0
2019,North Carolina,23.94
2019,North Carolina A&T,-11.24
2019,North Carolina Central,-11.53
2019,North Dakota,-8.78
2019,North Dakota State,-4.01
2019,North Florida,-3.47
2019,North Texas,-0.25
2019,Northeastern,3.95
2019,Northern Arizona,-10.75
2019,Northern Colorado,-3.92
2019,Northern Illinois,2.58
2019,Northern Iowa,-1.54
2019,Northern Kentucky,4.67
2019,Northwestern,9.97
2019,Northwestern State,-17.06
2019,Notre Dame,7.97
2019,Oakland,-2.27
2019,Ohio,-1.84
2019,Ohio State,13.89
2019,Oklahoma,15.3
2019,Oklahoma State,8.09
2019,Old Dominion,3.74
2019,Ole Miss,12.32
2019,Omaha,-2.32
2019,Oral Roberts,-9.34
2019,Oregon,13.95
2019,Oregon State,7.84
2019,Pacific,-2.46
2019,Penn State,12.55
2019,Pennsylvania,2.04
2019,Pepperdine,0.9
2019,Pittsburgh,7.88
2019,Portland,-10.8
2019,Portland State,-8.95
2019,Prairie View A&M,-7.29
2019,Presbyterian,-3.56
2019,Princeton,-3.43
2019,Providence,8.29
2019,Purdue,21.4
2019,Purdue Fort Wayne,-3.47
2019,Quinnipiac,-6.78
2019,Radford,1.28
2019,Rhode Island,2.83
2019,Rice,-6.56
2019,Richmond,-1.37
2019,Rider,-4.96
2019,Robert Morris,-9.41
2019,Rutgers,8.89
2019,SIU Edwardsville,-14.47
2019,SMU,5.81
2019,Sacramento State,-8.78
2019,Sacred Heart,-7.88
2019,Saint Francis (PA),-8.74
2019,Saint Joseph's,-0.43
2019,Saint Louis,5.06
2019,Saint Mary's,12.58
2019,Saint Peter's,-12.15
2019,Sam Houston,-3.17
2019,Samford,0.69
2019,San Diego,6.12
