season,team,tr_predictive
2008,AR-Pine Bluff (13-18),-6.7
2008,Air Force (16-14),8.4
2008,Akron (23-10),14.1
2008,Alabama (17-16),14.4
2008,Alabama A&M (14-15),-4.9
2008,Alabama St (20-10),2.5
2008,Albany (15-15),4.9
2008,Alcorn St (7-24),-11.6
2008,American (21-11),6.6
2008,App State (18-13),8.2
2008,Arizona (19-14),21.3
2008,Arizona St (19-12),17.0
2008,Arkansas (22-10),19.1
2008,Arkansas St (10-20),1.8
2008,Army (14-16),-0.5
2008,Auburn (14-16),9.3
2008,Austin Peay (24-10),7.6
2008,BYU (27-7),19.5
2008,Ball St (6-24),2.5
2008,Baylor (21-10),18.3
2008,Belmont (25-8),9.2
2008,Bethune (11-21),-6.0
2008,Binghamton (14-16),2.0
2008,Boise St (25-8),10.8
2008,Boston College (14-17),11.6
2008,Boston U (14-17),2.3
2008,Bowling Green (13-17),3.4
2008,Bradley (17-15),12.4
2008,Brown (19-9),8.0
2008,Bucknell (12-19),1.8
2008,Buffalo (10-20),4.5
2008,Butler (29-3),19.5
2008,C Arkansas (14-16),0.9
2008,C Connecticut (14-16),3.1
2008,C Michigan (14-17),6.3
2008,CS Bakersfield (8-21),-4.4
2008,CS Fullerton (24-8),14.3
2008,CS Northridge (20-10),11.4
2008,Cal Poly (12-18),0.7
2008,California (16-15),16.2
2008,Campbell (10-20),-1.7
2008,Canisius (6-25),-6.0
2008,Centenary (10-21),0.0
2008,Charleston (16-17),6.7
2008,Charleston So (10-20),-2.0
2008,Charlotte (20-13),13.3
2008,Chattanooga (18-13),8.1
2008,Chicago St (11-17),1.1
2008,Cincinnati (13-18),10.8
2008,Clemson (24-8),23.3
2008,Cleveland St (21-12),12.0
2008,Coastal Car (13-15),0.7
2008,Colgate (18-14),3.1
2008,Colorado (12-20),11.0
2008,Colorado St (7-25),2.0
2008,Columbia (14-15),0.9
2008,Coppin St (16-20),-4.7
2008,Cornell (22-5),10.1
2008,Creighton (21-10),16.2
2008,Dartmouth (10-18),-5.0
2008,Davidson (26-6),22.2
2008,Dayton (21-10),14.3
2008,DePaul (11-19),11.0
2008,Delaware (14-17),2.6
2008,Delaware St (14-16),-1.1
2008,Denver (11-19),2.2
2008,Detroit Mercy (7-23),2.2
2008,Drake (28-4),21.4
2008,Drexel (12-20),0.7
2008,Duke (27-5),28.5
2008,Duquesne (17-13),15.7
2008,E Carolina (11-19),2.0
2008,E Illinois (7-22),-4.0
2008,E Kentucky (14-16),0.7
2008,E Michigan (14-17),5.2
2008,E Tennessee St (19-13),5.7
2008,E Washington (11-19),2.2
2008,Elon (14-19),3.9
2008,Evansville (9-21),3.5
2008,F Dickinson (8-20),-4.9
2008,FGCU (10-21),-4.1
2008,Fairfield (14-16),2.5
2008,Florida (21-11),18.8
2008,Florida A&M (15-17),-5.4
2008,Florida Atlantic (15-18),2.3
2008,Florida Intl (9-20),0.0
2008,Florida St (19-14),16.7
2008,Fordham (12-17),7.6
2008,Fresno St (13-19),5.9
2008,Furman (7-23),-2.9
2008,G Washington (9-17),5.8
2008,Gardner-Webb (16-16),5.2
2008,George Mason (23-10),13.9
2008,Georgetown (27-5),24.8
2008,Georgia (16-16),13.2
2008,Georgia So (20-12),9.1
2008,Georgia St (9-21),0.6
2008,Georgia Tech (15-17),17.4
2008,Gonzaga (25-7),22.4
2008,Grambling (7-19),-12.7
2008,Green Bay (15-15),8.5
2008,Hampton (18-12),3.2
2008,Hartford (18-16),0.1
2008,Harvard (8-22),-1.9
2008,Hawai'i (11-19),2.7
2008,High Point (17-14),8.1
2008,Hofstra (12-18),2.4
2008,Holy Cross (15-14),5.7
2008,Houston (22-9),14.5
2008,Howard (6-26),-12.2
2008,IU Indy (26-7),16.0
2008,Idaho (8-21),-1.0
2008,Idaho St (12-19),-1.7
2008,Illinois (16-18),17.3
2008,Illinois Chicago (18-15),11.5
2008,Illinois St (24-9),16.1
2008,Indiana (25-7),22.1
2008,Indiana St (15-16),9.4
2008,Iona (12-20),1.7
2008,Iowa (13-19),8.9
2008,Iowa St (14-18),10.5
2008,J Madison (13-17),3.2
2008,Jackson St (14-20),-5.6
2008,Jacksonville (18-13),2.5
2008,Jacksonville St (7-22),-4.9
2008,Kansas (30-3),32.4
2008,Kansas City (11-21),1.9
2008,Kansas St (20-11),22.1
2008,Kennesaw St (10-20),-4.7
2008,Kent St (28-6),15.7
2008,Kentucky (18-12),15.5
2008,LIU-Brooklyn (15-15),2.0
2008,LSU (13-18),11.8
2008,La Salle (15-17),7.7
2008,Lafayette (15-15),4.0
2008,Lamar (19-11),9.5
2008,Lehigh (14-15),0.1
2008,Liberty (16-16),5.8
2008,Lipscomb (15-16),3.9
2008,Little Rock (20-11),5.8
2008,Long Beach St (6-25),-3.4
2008,Longwood (9-22),-6.6
2008,Louisiana (15-15),5.1
2008,Louisiana Tech (6-24),-6.1
2008,Louisville (24-8),23.6
2008,Loyola Chi (12-19),5.2
2008,Loyola MD (19-14),5.2
2008,Loyola Mymt (5-26),-8.3
2008,Maine (7-23),-5.9
2008,Manhattan (12-19),0.9
2008,Marist (18-14),7.0
2008,Marquette (24-9),23.8
2008,Marshall (16-14),9.1
2008,Maryland (18-14),15.5
2008,Maryland ES (4-28),-14.6
2008,McNeese (13-16),1.9
2008,Memphis (33-1),28.7
2008,Mercer (10-19),-1.2
2008,Miami (22-10),17.7
2008,Miami OH (17-15),14.0
2008,Michigan (10-22),9.6
2008,Michigan St (25-8),22.1
2008,Middle Tenn (17-15),5.4
2008,Milwaukee (14-16),7.0
2008,Minnesota (20-13),16.9
2008,Miss Valley St (17-15),-4.5
2008,Mississippi (21-10),17.7
2008,Mississippi St (22-10),19.4
2008,Missouri (16-16),18.0
2008,Missouri St (17-16),13.1
2008,Monmouth (7-24),-4.9
2008,Montana (14-16),6.4
2008,Montana St (15-15),3.8
2008,Morehead St (15-15),-0.4
2008,Morgan St (22-10),5.7
2008,Mt St Mary's (18-14),5.0
2008,Murray St (18-13),5.6
2008,N Arizona (21-11),8.8
2008,N Colorado (13-16),2.9
2008,N Dakota St (16-13),11.0
2008,N Florida (3-26),-9.9
2008,N Illinois (6-22),-0.6
2008,N Iowa (18-14),11.4
2008,N Texas (20-11),9.8
2008,NC A&T (14-16),-2.9
2008,NC Asheville (23-9),8.0
2008,NC Central (4-26),-13.1
2008,NC Greensboro (19-12),11.2
2008,NC State (15-16),11.1
2008,NC Wilmington (20-13),6.4
2008,NJIT (0-29),-17.1
2008,NW State (15-17),-0.2
2008,Navy (16-14),3.0
2008,Nebraska (19-12),17.5
2008,Nevada (21-11),12.7
2008,New Hampshire (9-20),-0.6
2008,New Mexico (24-8),20.0
2008,New Mexico St (21-14),13.5
2008,New Orleans (19-13),6.0
2008,Niagara (19-10),8.2
2008,Nicholls (10-21),2.0
2008,Norfolk St (16-15),-3.1
2008,North Carolina (31-2),29.5
2008,Northeastern (14-17),7.4
2008,Northwestern (8-22),5.9
2008,Notre Dame (24-7),21.4
2008,Oakland (17-14),9.6
2008,Ohio (19-12),11.8
2008,Ohio St (19-13),19.6
2008,Oklahoma (22-11),18.7
2008,Oklahoma St (17-15),16.4
2008,Old Dominion (17-15),9.8
2008,Oral Roberts (24-8),15.9
2008,Oregon (18-13),19.0
2008,Oregon St (6-25),1.7
2008,Pacific (21-10),10.2
2008,Penn (13-18),-3.2
2008,Penn St (15-16),10.1
2008,Pepperdine (11-21),2.3
2008,Pittsburgh (26-9),21.6
2008,Portland (9-22),0.3
2008,Portland St (23-9),11.4
2008,Prairie View (8-22),-10.2
2008,Presbyterian (5-25),1.0
2008,Princeton (6-23),-2.7
2008,Providence (15-16),14.0
2008,Purdue (24-8),18.7
2008,Purdue FW (13-18),5.8
2008,Quinnipiac (15-15),0.5
2008,Radford (10-20),-2.6
2008,Rhode Island (21-11),14.9
2008,Rice (3-27),-2.4
2008,Richmond (16-14),7.0
2008,Rider (23-10),9.5
2008,Robert Morris (26-7),7.8
2008,Rutgers (11-20),4.7
2008,S Alabama (26-6),14.8
2008,S Carolina St (13-20),-5.7
2008,S Dakota St (8-21),0.4
2008,S Florida (12-19),11.6
2008,S Illinois (17-14),15.6
2008,S Utah (11-19),3.2
2008,SC Upstate (7-23),-2.7
2008,SE Louisiana (17-13),6.1
2008,SE Missouri St (12-19),-3.2
2008,SF Austin (26-5),12.8
2008,SMU (10-20),-1.2
2008,Sacramento St (5-24),-6.1
2008,Sacred Heart (18-14),2.3
2008,Saint Joseph's (21-12),16.8
2008,Saint Louis (16-15),7.9
2008,Saint Mary's (25-6),19.3
2008,Saint Peter's (6-24),-1.9
2008,Sam Houston (23-8),11.1
2008,Samford (14-16),-0.5
2008,San Diego (20-13),10.2
2008,San Diego St (20-12),13.8
2008,San Francisco (10-21),2.1
2008,San Jose St (13-19),0.9
2008,Santa Clara (14-16),8.4
2008,Savannah St (13-18),-3.9
2008,Seton Hall (17-15),10.7
2008,Siena (22-10),10.8
2008,South Carolina (14-18),13.3
2008,Southern (11-19),-6.0
2008,Southern Miss (19-14),12.0
2008,St Bonaventure (8-22),2.3
2008,St Fran (NY) (7-22),-4.3
2008,St Francis PA (6-23),-5.5
2008,St John's (11-19),8.7
2008,Stanford (26-7),23.2
2008,Stetson (16-16),-1.2
2008,Stony Brook (7-23),-3.4
2008,Syracuse (19-13),17.9
2008,TCU (14-16),7.0
2008,Temple (21-12),14.9
2008,Tenn Tech (13-19),3.2
2008,Tennessee (29-4),25.7
2008,Tennessee St (15-17),3.2
2008,Texas (28-5),24.8
2008,Texas A&M (24-10),22.1
2008,Texas A&M-CC (9-20),0.7
2008,Texas So (7-25),-10.2
2008,Texas St (13-16),1.3
2008,Texas Tech (16-15),14.7
2008,The Citadel (6-24),-6.4
2008,Toledo (11-19),3.0
2008,Towson (13-18),1.5
2008,Troy (12-19),1.1
2008,Tulane (17-15),7.4
2008,Tulsa (20-13),13.4
2008,UAB (22-10),15.9
2008,UC Davis (9-22),-3.4
2008,UC Irvine (18-16),8.1
2008,UC Riverside (9-21),-1.6
2008,UCF (16-15),12.4
2008,UCLA (31-3),28.3
2008,UCSB (23-8),11.0
2008,UConn (24-8),21.7
2008,UL Monroe (10-21),1.7
2008,UMBC (24-8),9.2
2008,UMass (21-10),15.5
2008,UNLV (26-7),17.0
2008,USC (21-11),20.7
2008,UT Arlington (20-11),7.3
2008,UT Martin (17-16),2.0
2008,UT Rio Grande (18-13),1.4
2008,UTEP (19-13),12.1
2008,UTSA (13-17),0.5
2008,Utah (17-14),15.5
2008,Utah St (24-10),11.0
2008,Utah Valley (15-14),4.0
2008,VCU (24-7),14.0
2008,VMI (14-15),3.9
2008,Valparaiso (21-13),11.4
2008,Vanderbilt (26-7),17.7
2008,Vermont (16-15),5.3
2008,Villanova (20-12),16.2
2008,Virginia (15-15),14.1
2008,Virginia Tech (19-13),17.4
2008,W Carolina (10-21),1.1
2008,W Illinois (12-18),1.7
2008,W Kentucky (27-6),16.7
2008,W Michigan (20-12),12.4
2008,Wagner (23-8),1.0
2008,Wake Forest (17-13),14.4
2008,Washington (16-16),16.0
2008,Washington St (24-8),22.8
2008,Weber St (16-14),5.6
2008,West Virginia (24-10),23.4
2008,Wichita St (11-20),8.6
2008,William & Mary (17-16),4.4
2008,Wins-Salem (12-18),-6.5
2008,Winthrop (22-11),14.2
2008,Wisconsin (28-4),25.7
2008,Wofford (16-16),4.3
2008,Wright St (21-10),10.4
2008,Wyoming (12-18),5.2
2008,Xavier (27-6),23.6
2008,Yale (13-15),3.1
2008,Youngstown St (9-21),3.7
2009,AR-Pine Bluff (13-18),-4.9
2009,Air Force (10-21),4.0
2009,Akron (23-12),12.8
2009,Alabama (18-14),12.1
2009,Alabama A&M (8-19),-9.1
2009,Alabama St (22-9),4.6
2009,Albany (15-16),2.2
2009,Alcorn St (6-25),-14.0
2009,American (24-7),8.3
2009,App State (13-18),2.8
2009,Arizona (19-13),17.7
2009,Arizona St (24-9),22.4
2009,Arkansas (14-16),10.6
2009,Arkansas St (13-17),4.6
2009,Army (11-19),-2.1
2009,Auburn (22-11),16.2
2009,Austin Peay (19-13),6.5
2009,BYU (25-7),21.9
2009,Ball St (14-17),3.1
2009,Baylor (20-14),18.5
2009,Belmont (19-12),10.3
2009,Bethune (17-16),-2.2
2009,Binghamton (23-8),5.4
2009,Boise St (19-12),7.5
2009,Boston College (22-11),16.1
2009,Boston U (17-13),5.6
2009,Bowling Green (19-13),8.3
2009,Bradley (18-14),9.2
2009,Brown (9-19),-3.2
2009,Bryant (8-21),-7.1
2009,Bucknell (7-23),-3.1
2009,Buffalo (21-11),10.0
2009,Butler (26-5),18.6
2009,C Arkansas (10-19),-2.9
2009,C Connecticut (13-17),-1.5
2009,C Michigan (12-19),1.5
2009,CS Bakersfield (8-21),-1.3
2009,CS Fullerton (15-17),5.4
2009,CS Northridge (17-13),10.4
2009,Cal Poly (7-21),0.0
2009,California (22-10),19.4
2009,Campbell (14-16),2.4
2009,Canisius (11-20),1.6
2009,Centenary (8-23),1.8
2009,Charleston (26-8),8.5
2009,Charleston So (9-20),-1.7
2009,Charlotte (11-20),8.0
2009,Chattanooga (18-16),5.3
2009,Chicago St (19-13),4.0
2009,Cincinnati (18-14),14.2
2009,Clemson (23-8),22.5
2009,Cleveland St (25-10),15.3
2009,Coastal Car (11-20),0.7
2009,Colgate (10-20),-4.0
2009,Colorado (9-22),6.4
2009,Colorado St (9-21),5.7
2009,Columbia (12-16),-1.1
2009,Coppin St (13-19),0.6
2009,Cornell (21-9),11.5
2009,Creighton (26-7),15.7
2009,Dartmouth (9-19),-4.3
2009,Davidson (26-7),17.9
2009,Dayton (26-7),13.7
2009,DePaul (9-24),5.4
2009,Delaware (13-19),3.2
2009,Delaware St (8-24),-3.8
2009,Denver (15-16),4.0
2009,Detroit Mercy (7-23),1.3
2009,Drake (17-15),9.1
2009,Drexel (15-14),7.2
2009,Duke (27-6),27.0
2009,Duquesne (21-12),13.1
2009,E Carolina (13-17),5.9
2009,E Illinois (12-18),2.2
2009,E Kentucky (18-13),8.5
2009,E Michigan (8-24),-1.7
2009,E Tennessee St (22-11),11.3
2009,E Washington (12-18),1.4
2009,Elon (11-20),-0.6
2009,Evansville (17-13),9.3
2009,F Dickinson (7-23),-9.0
2009,FGCU (11-20),-2.7
2009,Fairfield (17-15),5.5
2009,Florida (23-10),19.2
2009,Florida A&M (10-21),-7.5
2009,Florida Atlantic (6-26),-0.5
2009,Florida Intl (13-20),0.6
2009,Florida St (25-8),18.2
2009,Fordham (3-25),-6.6
2009,Fresno St (13-21),4.6
2009,Furman (6-24),-5.7
2009,G Washington (10-18),5.6
2009,Gardner-Webb (13-17),3.7
2009,George Mason (22-10),12.2
2009,Georgetown (16-14),20.2
2009,Georgia (12-20),5.6
2009,Georgia So (8-22),-2.4
2009,Georgia St (12-20),2.4
2009,Georgia Tech (12-19),12.7
2009,Gonzaga (26-5),26.8
2009,Grambling (6-23),-11.7
2009,Green Bay (22-10),13.9
2009,Hampton (16-16),-0.4
2009,Hartford (7-26),-4.6
2009,Harvard (14-14),1.8
2009,Hawai'i (13-17),4.1
2009,High Point (9-21),0.0
2009,Hofstra (21-11),5.1
2009,Holy Cross (18-14),4.8
2009,Hou Christian (5-25),-7.0
2009,Houston (21-11),16.2
2009,Howard (8-23),-7.7
2009,IU Indy (16-14),6.8
2009,Idaho (16-15),7.6
2009,Idaho St (13-19),4.9
2009,Illinois (24-9),20.4
2009,Illinois Chicago (16-15),9.6
2009,Illinois St (24-9),15.2
2009,Indiana (6-25),4.0
2009,Indiana St (11-21),4.4
2009,Iona (12-19),4.9
2009,Iowa (15-17),12.7
2009,Iowa St (15-17),9.9
2009,J Madison (19-14),7.4
2009,Jackson St (18-15),1.5
2009,Jacksonville (18-13),9.9
2009,Jacksonville St (11-17),3.9
2009,Kansas (25-7),24.1
2009,Kansas City (7-24),-1.1
2009,Kansas St (21-11),19.4
2009,Kennesaw St (7-22),-8.5
2009,Kent St (19-14),10.3
2009,Kentucky (20-13),19.3
2009,LIU-Brooklyn (16-14),1.2
2009,LSU (26-7),18.0
2009,La Salle (18-13),9.9
2009,Lafayette (8-22),-5.4
2009,Lamar (15-15),6.2
2009,Lehigh (15-14),0.6
2009,Liberty (22-11),7.4
2009,Lipscomb (17-14),8.4
2009,Little Rock (23-8),7.5
2009,Long Beach St (15-15),6.1
2009,Longwood (17-14),-1.4
2009,Louisiana (10-20),1.6
2009,Louisiana Tech (15-18),5.8
2009,Louisville (28-5),26.2
2009,Loyola Chi (14-18),3.0
2009,Loyola MD (12-20),2.2
2009,Loyola Mymt (3-28),-6.1
2009,Maine (8-21),-2.6
2009,Manhattan (16-14),3.8
2009,Marist (10-23),0.5
2009,Marquette (24-9),21.4
2009,Marshall (15-17),9.0
2009,Maryland (20-13),16.6
2009,Maryland ES (7-23),-11.7
2009,McNeese (11-18),4.3
2009,Memphis (31-3),28.2
2009,Mercer (17-15),3.8
2009,Miami (18-12),18.9
2009,Miami OH (17-13),12.4
2009,Michigan (20-13),16.7
2009,Michigan St (26-6),22.6
2009,Middle Tenn (18-14),7.9
2009,Milwaukee (17-14),7.7
2009,Minnesota (22-10),17.1
2009,Miss Valley St (7-25),-7.8
2009,Mississippi (16-15),12.2
2009,Mississippi St (22-12),15.9
2009,Missouri (28-6),25.6
2009,Missouri St (11-20),5.7
2009,Monmouth (8-23),-6.9
2009,Montana (17-12),5.8
2009,Montana St (15-17),3.1
2009,Morehead St (19-15),7.6
2009,Morgan St (23-11),7.1
2009,Mt St Mary's (19-13),7.7
2009,Murray St (19-12),9.8
2009,N Arizona (8-19),3.7
2009,N Colorado (14-18),3.9
2009,N Dakota St (26-6),16.5
2009,N Florida (8-22),-8.5
2009,N Illinois (10-20),-1.0
2009,N Iowa (23-10),12.6
2009,N Texas (20-12),7.5
2009,NC A&T (16-16),-0.7
2009,NC Asheville (15-16),0.7
2009,NC Central (4-27),-13.7
2009,NC Greensboro (5-25),-5.2
2009,NC State (16-14),14.7
2009,NC Wilmington (7-25),-4.8
2009,NJIT (1-30),-16.7
2009,NW State (11-20),-5.4
2009,Navy (19-11),3.1
2009,Nebraska (18-12),15.3
2009,Nevada (21-12),12.0
2009,New Hampshire (14-16),0.0
2009,New Mexico (21-11),17.7
2009,New Mexico St (17-15),9.8
2009,New Orleans (11-19),-1.0
2009,Niagara (26-8),14.2
2009,Nicholls (20-11),7.4
2009,Norfolk St (14-18),-2.6
2009,North Carolina (28-4),30.8
2009,Northeastern (18-12),10.2
2009,Northwestern (17-13),15.1
2009,Notre Dame (18-14),18.6
2009,Oakland (22-12),11.4
2009,Ohio (15-17),7.2
2009,Ohio St (22-9),18.1
2009,Oklahoma (27-5),23.7
2009,Oklahoma St (22-11),20.2
2009,Old Dominion (21-10),9.8
2009,Oral Roberts (16-15),13.0
2009,Oregon (8-23),7.5
2009,Oregon St (13-17),8.8
2009,Pacific (19-12),9.8
2009,Penn (10-18),0.3
2009,Penn St (22-11),13.6
2009,Pepperdine (9-23),-3.0
2009,Pittsburgh (28-4),26.9
2009,Portland (19-12),10.4
2009,Portland St (23-9),10.2
2009,Prairie View (17-16),-0.1
2009,Presbyterian (12-17),2.5
2009,Princeton (13-14),0.9
2009,Providence (19-13),13.8
2009,Purdue (24-9),22.0
2009,Purdue FW (13-17),4.1
2009,Quinnipiac (15-16),-1.3
2009,Radford (21-11),8.5
2009,Rhode Island (22-10),15.2
2009,Rice (10-22),3.0
2009,Richmond (18-15),10.1
2009,Rider (19-12),5.4
2009,Robert Morris (24-10),7.6
2009,Rutgers (11-21),7.5
2009,S Alabama (20-13),6.4
2009,S Carolina St (17-14),-0.1
2009,S Dakota St (13-20),3.7
2009,S Florida (9-22),9.3
2009,S Illinois (13-18),7.8
2009,S Utah (11-20),3.5
2009,SC Upstate (9-21),-1.9
2009,SE Louisiana (13-17),7.7
2009,SE Missouri St (3-27),-7.3
2009,SF Austin (23-7),14.1
2009,SMU (9-21),5.1
2009,Sacramento St (2-27),-9.1
2009,Sacred Heart (17-14),4.4
2009,Saint Joseph's (17-15),11.5
2009,Saint Louis (18-14),8.3
2009,Saint Mary's (26-6),17.1
2009,Saint Peter's (11-19),-0.5
2009,Sam Houston (17-12),11.5
2009,Samford (16-16),2.6
2009,San Diego (16-16),7.4
2009,San Diego St (23-9),17.7
2009,San Francisco (11-19),4.1
2009,San Jose St (13-17),5.6
2009,Santa Clara (16-17),8.2
2009,Savannah St (15-14),-2.0
2009,Seton Hall (17-15),13.3
2009,Siena (26-7),14.9
2009,South Carolina (21-9),16.4
2009,Southern (8-23),-8.2
2009,Southern Miss (15-17),8.9
2009,St Bonaventure (15-15),4.6
2009,St Fran (NY) (10-20),-3.2
2009,St Francis PA (6-23),-6.9
2009,St John's (16-17),10.1
2009,Stanford (18-13),16.6
2009,Stetson (13-17),2.0
2009,Stony Brook (16-14),4.4
2009,Syracuse (26-9),22.6
2009,TCU (14-17),9.4
2009,Temple (22-11),16.9
2009,Tenn Tech (11-18),4.1
2009,Tennessee (21-11),20.8
2009,Tennessee St (12-18),-0.2
2009,Texas (22-11),20.6
2009,Texas A&M (23-9),16.7
2009,Texas A&M-CC (18-15),8.0
2009,Texas So (7-25),-6.1
2009,Texas St (14-16),6.4
2009,Texas Tech (14-19),11.7
2009,The Citadel (20-12),4.9
2009,Toledo (7-25),-1.4
2009,Towson (12-22),0.7
2009,Troy (19-12),4.9
2009,Tulane (14-17),6.8
2009,Tulsa (24-10),16.1
2009,UAB (22-11),17.7
2009,UC Davis (13-19),3.4
2009,UC Irvine (12-19),2.5
2009,UC Riverside (17-13),3.5
2009,UCF (17-14),9.9
2009,UCLA (25-8),24.9
2009,UCSB (16-15),6.4
2009,UConn (27-4),26.5
2009,UL Monroe (10-20),-1.8
2009,UMBC (15-17),0.2
2009,UMass (12-18),8.3
2009,UNLV (21-10),15.2
2009,USC (21-12),19.4
2009,UT Arlington (16-14),9.3
2009,UT Martin (22-9),11.4
2009,UT Rio Grande (10-17),-4.6
2009,UTEP (19-12),14.1
2009,UTSA (19-12),7.3
2009,Utah (24-9),19.3
2009,Utah St (30-4),16.6
2009,Utah Valley (17-11),6.2
2009,VCU (24-9),15.2
2009,VMI (24-8),9.2
2009,Valparaiso (9-22),4.6
2009,Vanderbilt (19-12),14.7
2009,Vermont (23-8),12.0
2009,Villanova (26-7),22.0
2009,Virginia (10-18),12.2
2009,Virginia Tech (18-14),15.9
2009,W Carolina (16-15),4.2
2009,W Illinois (9-20),-1.4
2009,W Kentucky (24-8),11.3
2009,W Michigan (10-21),2.5
2009,Wagner (16-14),-1.5
2009,Wake Forest (24-6),22.9
2009,Washington (25-8),22.3
2009,Washington St (17-15),17.4
2009,Weber St (21-9),9.8
2009,West Virginia (23-11),25.3
2009,Wichita St (16-16),8.8
2009,William & Mary (10-20),2.7
2009,Wins-Salem (8-22),-9.3
2009,Winthrop (11-19),1.1
2009,Wisconsin (19-12),18.5
2009,Wofford (16-14),3.7
2009,Wright St (20-13),11.4
2009,Wyoming (19-13),8.6
2009,Xavier (25-7),20.6
2009,Yale (13-15),2.0
2009,Youngstown St (11-19),3.9
2010,AR-Pine Bluff (17-15),2.8
2010,Air Force (10-21),3.7
2010,Akron (24-10),11.5
2010,Alabama (17-15),16.8
2010,Alabama A&M (11-16),-7.1
2010,Alabama St (16-15),-2.3
2010,Albany (7-25),-1.6
2010,Alcorn St (2-29),-18.5
2010,American (11-20),-2.0
2010,App State (22-12),9.9
2010,Arizona (16-15),14.9
2010,Arizona St (22-10),20.4
2010,Arkansas (14-18),12.3
2010,Arkansas St (17-14),7.0
2010,Army (14-15),0.2
2010,Auburn (15-17),13.3
2010,Austin Peay (17-15),7.2
2010,BYU (29-5),27.2
2010,Ball St (15-15),3.6
2010,Baylor (25-7),24.8
2010,Belmont (19-12),10.2
2010,Bethune (17-16),0.4
2010,Binghamton (13-18),-0.5
2010,Boise St (15-17),8.8
2010,Boston College (15-16),16.8
2010,Boston U (19-13),9.1
2010,Bowling Green (14-16),4.7
2010,Bradley (16-15),11.0
2010,Brown (11-20),-1.0
2010,Bryant (1-29),-14.4
2010,Bucknell (14-17),1.0
2010,Buffalo (18-12),7.6
2010,Butler (28-4),20.9
2010,C Arkansas (9-21),-0.3
2010,C Connecticut (12-18),-3.9
2010,C Michigan (15-15),6.0
2010,CS Bakersfield (7-22),-1.2
2010,CS Fullerton (16-15),6.4
2010,CS Northridge (11-21),4.0
2010,Cal Poly (12-19),2.0
2010,California (23-10),23.9
2010,Campbell (19-11),7.9
2010,Canisius (15-17),4.3
2010,Centenary (8-21),-3.8
2010,Charleston (21-11),9.0
2010,Charleston So (13-17),2.2
2010,Charlotte (19-12),12.7
2010,Chattanooga (15-18),2.1
2010,Chicago St (9-23),-7.9
2010,Cincinnati (18-15),17.3
2010,Clemson (21-10),23.9
2010,Cleveland St (16-17),9.4
2010,Coastal Car (28-6),13.3
2010,Colgate (10-19),-1.5
2010,Colorado (15-16),13.9
2010,Colorado St (16-15),10.3
2010,Columbia (11-17),-2.1
2010,Coppin St (8-22),-5.1
2010,Cornell (27-4),16.7
2010,Creighton (16-15),10.9
2010,Dartmouth (5-23),-8.5
2010,Davidson (16-15),7.7
2010,Dayton (20-12),18.2
2010,DePaul (8-23),8.0
2010,Delaware (7-24),0.5
2010,Delaware St (17-12),1.0
2010,Denver (19-13),6.9
2010,Detroit Mercy (20-14),10.1
2010,Drake (14-19),7.5
2010,Drexel (16-16),8.6
2010,Duke (28-5),32.3
2010,Duquesne (16-15),9.0
2010,E Carolina (10-21),2.3
2010,E Illinois (19-12),6.7
2010,E Kentucky (20-12),9.0
2010,E Michigan (17-15),5.6
2010,E Tennessee St (20-14),9.1
2010,E Washington (9-21),-0.3
2010,Elon (9-23),0.7
2010,Evansville (9-21),4.1
2010,F Dickinson (11-21),-6.1
2010,FGCU (8-21),-2.3
2010,Fairfield (22-10),9.8
2010,Florida (21-12),19.3
2010,Florida A&M (9-22),-7.0
2010,Florida Atlantic (14-16),5.8
2010,Florida Intl (7-25),-2.2
2010,Florida St (22-9),22.5
2010,Fordham (2-26),-4.4
2010,Fresno St (15-18),8.4
2010,Furman (13-17),3.1
2010,G Washington (16-14),11.1
2010,Gardner-Webb (8-21),-5.4
2010,George Mason (17-14),8.1
2010,Georgetown (23-10),24.2
2010,Georgia (14-17),14.0
2010,Georgia So (9-23),-1.4
2010,Georgia St (12-20),4.9
2010,Georgia Tech (22-11),21.9
2010,Gonzaga (26-6),20.4
2010,Grambling (7-21),-10.8
2010,Green Bay (21-12),9.1
2010,Hampton (14-18),3.2
2010,Hartford (8-22),-3.7
2010,Harvard (21-7),12.2
2010,Hawai'i (10-20),3.3
2010,High Point (15-15),0.7
2010,Hofstra (19-14),10.4
2010,Holy Cross (9-22),1.8
2010,Hou Christian (12-21),-6.4
2010,Houston (19-15),14.9
2010,Howard (7-25),-8.5
2010,IU Indy (24-10),13.5
2010,Idaho (15-16),9.3
2010,Idaho St (7-22),0.8
2010,Illinois (19-14),18.9
2010,Illinois Chicago (8-22),1.7
2010,Illinois St (22-10),13.7
2010,Indiana (10-21),8.2
2010,Indiana St (17-14),9.7
2010,Iona (21-10),10.8
2010,Iowa (10-22),8.9
2010,Iowa St (15-17),16.3
2010,J Madison (13-20),4.3
2010,Jackson St (19-12),-1.6
2010,Jacksonville (19-12),8.5
2010,Jacksonville St (11-19),2.2
2010,Kansas (32-2),32.6
2010,Kansas City (12-18),0.5
2010,Kansas St (26-7),26.0
2010,Kennesaw St (13-20),0.0
2010,Kent St (23-9),13.8
2010,Kentucky (31-2),27.1
2010,LIU-Brooklyn (14-17),-1.3
2010,LSU (11-20),8.1
2010,La Salle (12-18),7.5
2010,Lafayette (19-13),1.2
